ID,year,category,film,nominee,won
6071,1984,Art Direction,Yentl,"Art Direction: Roy Walker, Leslie Tomkins; Set Decoration: Tessa Davies",0
6072,1984,Best Picture,Terms of Endearment,"James L. Brooks, Producer",1
6073,1984,Best Picture,Tender Mercies,"Philip S. Hobel, Producer",0
6074,1984,Best Picture,The Big Chill,"Michael Shamberg, Producer",0
6075,1984,Best Picture,The Dresser,"Peter Yates, Producer",0
6076,1984,Best Picture,The Right Stuff,"Irwin Winkler and Robert Chartoff, Producers",0
6077,1984,Cinematography,Fanny & Alexander,Sven Nykvist,1
6078,1984,Cinematography,Flashdance,Don Peterman,0
6079,1984,Cinematography,The Right Stuff,Caleb Deschanel,0
6080,1984,Cinematography,WarGames,William A. Fraker,0
6081,1984,Cinematography,Zelig,Gordon Willis,0
6082,1984,Costume Design,Fanny & Alexander,Marik Vos,1
6083,1984,Costume Design,Cross Creek,Joe I. Tompkins,0
6084,1984,Costume Design,Heart Like a Wheel,William Ware Theiss,0
6085,1984,Costume Design,The Return of Martin Guerre,Anne-Marie Marchand,0
6086,1984,Costume Design,Zelig,Santo Loquasto,0
6087,1984,Directing,Terms of Endearment,James L. Brooks,1
6088,1984,Directing,Fanny & Alexander,Ingmar Bergman,0
6089,1984,Directing,Silkwood,Mike Nichols,0
6090,1984,Directing,Tender Mercies,Bruce Beresford,0
6091,1984,Directing,The Dresser,Peter Yates,0
6092,1984,Documentary Feature Film,He Makes Me Feel Like Dancin',"Emile Ardolino, Producer",1
6093,1984,Documentary Feature Film,Children of Darkness,"Richard Kotuk and Ara Chekmayan, Producers",0
6094,1984,Documentary Feature Film,First Contact,"Bob Connolly and Robin Anderson, Producers",0
6095,1984,Documentary Feature Film,Seeing Red,"James Klein and Julia Reichert, Producers",0
6096,1984,Documentary Feature Film,The Profession of Arms,"Michael Bryans and Tina Viljoen, Producers",0
6097,1984,Documentary Short Film,Flamenco at 5:15,"Cynthia Scott and Adam Symansky, Producers",1
6098,1984,Documentary Short Film,In the Nuclear Shadow: What Can the Children Tell Us?,"Vivienne Verdon-Roe and Eric Thiermann, Producers",0
6099,1984,Documentary Short Film,Sewing Woman,"Arthur Dong, Producer",0
6100,1984,Documentary Short Film,Spaces: The Architecture of Paul Rudolph,"Robert Eisenhardt, Producer",0
6101,1984,Documentary Short Film,You Are Free (Ihr Zent Frei),"Dea Brokman and Ilene Landis, Producers",0
6102,1984,Film Editing,The Right Stuff,"Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf",1
6103,1984,Film Editing,Blue Thunder,"Frank Morriss, Edward Abroms",0
6104,1984,Film Editing,Flashdance,"Bud Smith, Walt Mulconery",0
6105,1984,Film Editing,Silkwood,Sam O'Steen,0
6106,1984,Film Editing,Terms of Endearment,Richard Marks,0
6107,1984,International Feature Film,Fanny & Alexander,Sweden,1
6108,1984,International Feature Film,Carmen,Spain,0
6109,1984,International Feature Film,Entre Nous,France,0
6110,1984,International Feature Film,Job's Revolt,Hungary,0
6111,1984,International Feature Film,Le Bal,Algeria,0
6112,1984,Jean Hersholt Humanitarian Award,NA,M. J. Frankovich,1
6113,1984,Live Action Short Film,Boys and Girls,"Janice L. Platt, Producer",1
6114,1984,Live Action Short Film,Goodie-Two-Shoes,"Ian Emes, Producer",0
6115,1984,Live Action Short Film,Overnight Sensation,"Jon N. Bloom, Producer",0
6116,1984,Music (Original Score),The Right Stuff,Bill Conti,1
6117,1984,Music (Original Score),Yentl,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",1
6118,1984,Music (Original Score),Cross Creek,Leonard Rosenman,0
6119,1984,Music (Original Score),Return of the Jedi,John Williams,0
6120,1984,Music (Original Score),Terms of Endearment,Michael Gore,0
6121,1984,Music (Original Score),The Sting II,Adaptation Score by Lalo Schifrin,0
6122,1984,Music (Original Score),Trading Places,Adaptation Score by Elmer Bernstein,0
6123,1984,Music (Original Score),Under Fire,Jerry Goldsmith,0
6124,1984,Music (Original Song),Flashdance,"Flashdance...What A Feeling in ""Flashdance"" Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara",1
6125,1984,Music (Original Song),Flashdance,"Maniac in ""Flashdance"" Music and Lyric by Michael Sembello and Dennis Matkosky",0
6126,1984,Music (Original Song),Tender Mercies,"Over You in ""Tender Mercies"" Music and Lyric by Austin Roberts and Bobby Hart",0
6127,1984,Music (Original Song),Yentl,"Papa, Can You Hear Me? in ""Yentl"" Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman",0
6128,1984,Music (Original Song),Yentl,"The Way He Makes Me Feel in ""Yentl"" Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman",0
6129,1984,Sound,The Right Stuff,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",1
6130,1984,Sound,The Right Stuff,Jay Boekelheide,1
6131,1984,Sound,Never Cry Wolf,"Alan R. Splet, Todd Boekelheide, Randy Thom, David Parker",0
6132,1984,Sound,Return of the Jedi,"Ben Burtt, Gary Summers, Randy Thom, Tony Dawe",0
6133,1984,Sound,Return of the Jedi,Ben Burtt,0
6134,1984,Sound,Terms of Endearment,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, Jim Alexander",0
6135,1984,Sound,WarGames,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Willie D. Burton",0
6136,1984,Visual Effects,Return of the Jedi,"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",1
6137,1984,Writing (Adapted Screenplay),Terms of Endearment,James L. Brooks,1
6138,1984,Writing (Adapted Screenplay),Betrayal,Harold Pinter,0
6139,1984,Writing (Adapted Screenplay),Educating Rita,Willy Russell,0
6140,1984,Writing (Adapted Screenplay),"Reuben, Reuben",Julius J. Epstein,0
6141,1984,Writing (Adapted Screenplay),The Dresser,Ronald Harwood,0
6142,1984,Writing (Original Screenplay),Tender Mercies,Horton Foote,1
6143,1984,Writing (Original Screenplay),Fanny & Alexander,Ingmar Bergman,0
6144,1984,Writing (Original Screenplay),Silkwood,"Nora Ephron, Alice Arlen",0
6145,1984,Writing (Original Screenplay),The Big Chill,"Lawrence Kasdan, Barbara Benedek",0
6146,1984,Writing (Original Screenplay),WarGames,"Lawrence Lasker, Walter F. Parkes",0
6147,1985,Actor in a Leading Role,Amadeus,F. Murray Abraham,1
6148,1985,Actor in a Leading Role,Amadeus,Tom Hulce,0
6149,1985,Actor in a Leading Role,Starman,Jeff Bridges,0
6150,1985,Actor in a Leading Role,The Killing Fields,Sam Waterston,0
6151,1985,Actor in a Leading Role,Under the Volcano,Albert Finney,0
6152,1985,Actor in a Supporting Role,The Killing Fields,Haing S. Ngor,1
6153,1985,Actor in a Supporting Role,A Soldier's Story,Adolph Caesar,0
6154,1985,Actor in a Supporting Role,"Greystoke: The Legend of Tarzan, Lord of the Apes",Ralph Richardson,0
6155,1985,Actor in a Supporting Role,Places in the Heart,John Malkovich,0
6156,1985,Actor in a Supporting Role,The Karate Kid,"Noriyuki ""Pat"" Morita",0
6157,1985,Actress in a Leading Role,Places in the Heart,Sally Field,1
6158,1985,Actress in a Leading Role,A Passage to India,Judy Davis,0
6159,1985,Actress in a Leading Role,Country,Jessica Lange,0
6160,1985,Actress in a Leading Role,The Bostonians,Vanessa Redgrave,0
6161,1985,Actress in a Leading Role,The River,Sissy Spacek,0
6162,1985,Actress in a Supporting Role,A Passage to India,Peggy Ashcroft,1
6163,1985,Actress in a Supporting Role,Places in the Heart,Lindsay Crouse,0
6164,1985,Actress in a Supporting Role,Swing Shift,Christine Lahti,0
6165,1985,Actress in a Supporting Role,The Natural,Glenn Close,0
6166,1985,Actress in a Supporting Role,The Pope of Greenwich Village,Geraldine Page,0
6167,1985,Animated Short Film,Charade,"Jon Minnis, Producer",1
6168,1985,Animated Short Film,Doctor De Soto,"Morton Schindel and Michael Sporn, Producers",0
6169,1985,Animated Short Film,Paradise,"Ishu Patel, Producer",0
6170,1985,Art Direction,Amadeus,Art Direction: Patrizia Von Brandenstein; Set Decoration: Karel Cerny,1
6171,1985,Art Direction,2010,Art Direction: Albert Brenner; Set Decoration: Rick Simpson,0
6172,1985,Art Direction,A Passage to India,"Art Direction: John Box, Leslie Tomkins; Set Decoration: Hugh Scaife",0
6173,1985,Art Direction,The Cotton Club,"Art Direction: Richard Sylbert; Set Decoration: George Gaines, Les Bloom",0
6174,1985,Art Direction,The Natural,"Art Direction: Angelo Graham, Mel Bourne, James J. Murakami, Speed Hopkins; Set Decoration: Bruce Weintraub",0
6175,1985,Best Picture,Amadeus,"Saul Zaentz, Producer",1
6176,1985,Best Picture,A Passage to India,"John Brabourne and Richard Goodwin, Producers",0
6177,1985,Best Picture,A Soldier's Story,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers",0
6178,1985,Best Picture,Places in the Heart,"Arlene Donovan, Producer",0
6179,1985,Best Picture,The Killing Fields,"David Puttnam, Producer",0
6180,1985,Cinematography,The Killing Fields,Chris Menges,1
6181,1985,Cinematography,A Passage to India,Ernest Day,0
6182,1985,Cinematography,Amadeus,Miroslav Ondricek,0
6183,1985,Cinematography,The Natural,Caleb Deschanel,0
6184,1985,Cinematography,The River,Vilmos Zsigmond,0
6185,1985,Costume Design,Amadeus,Theodor Pistek,1
6186,1985,Costume Design,2010,Patricia Norris,0
6187,1985,Costume Design,A Passage to India,Judy Moorcroft,0
6188,1985,Costume Design,Places in the Heart,Ann Roth,0
6189,1985,Costume Design,The Bostonians,"Jenny Beavan, John Bright",0
6190,1985,Directing,Amadeus,Milos Forman,1
6191,1985,Directing,A Passage to India,David Lean,0
6192,1985,Directing,Broadway Danny Rose,Woody Allen,0
6193,1985,Directing,Places in the Heart,Robert Benton,0
6194,1985,Directing,The Killing Fields,Roland Joffé,0
6195,1985,Documentary Feature Film,The Times of Harvey Milk,"Robert Epstein and Richard Schmiechen, Producers",1
6196,1985,Documentary Feature Film,High Schools,"Charles Guggenheim and Nancy Sloss, Producers",0
6197,1985,Documentary Feature Film,In the Name of the People,"Alex W. Drehsler and Frank Christopher, Producers",0
6198,1985,Documentary Feature Film,Marlene,"Karel Dirka and Zev Braun, Producers",0
6199,1985,Documentary Feature Film,Streetwise,"Cheryl McCall, Producer",0
6200,1985,Documentary Short Film,The Stone Carvers,"Marjorie Hunt and Paul Wagner, Producers",1
6201,1985,Documentary Short Film,Code Gray: Ethical Dilemmas in Nursing,"Ben Achtenberg and Joan Sawyer, Producers",0
6202,1985,Documentary Short Film,Recollections of Pavlovsk,"Irina Kalinina, Producer",0
6203,1985,Documentary Short Film,The Children of Soong Ching Ling,"Gary Bush and Paul T.K. Lin, Producers",0
6204,1985,Documentary Short Film,The Garden of Eden,"Lawrence R. Hott and Roger M. Sherman, Producers",0
6205,1985,Film Editing,The Killing Fields,Jim Clark,1
6206,1985,Film Editing,A Passage to India,David Lean,0
6207,1985,Film Editing,Amadeus,"Nena Danevic, Michael Chandler",0
6208,1985,Film Editing,Romancing the Stone,"Donn Cambern, Frank Morriss",0
6209,1985,Film Editing,The Cotton Club,"Barry Malkin, Robert Q. Lovett",0
6210,1985,International Feature Film,Dangerous Moves,Switzerland,1
6211,1985,International Feature Film,Beyond the Walls,Israel,0
6212,1985,International Feature Film,Camila,Argentina,0
6213,1985,International Feature Film,Double Feature,Spain,0
6214,1985,International Feature Film,Wartime Romance,Union of Soviet Socialist Republics,0
6215,1985,Jean Hersholt Humanitarian Award,NA,David L. Wolper,1
6216,1985,Live Action Short Film,Up,"Mike Hoover, Producer",1
6217,1985,Live Action Short Film,Tales of Meeting and Parting,"Sharon Oreck and Lesli Linka Glatter, Producers",0
6218,1985,Live Action Short Film,The Painted Door,"Michael MacMillan and Janice L. Platt, Producers",0
6219,1985,Makeup and Hairstyling,Amadeus,"Paul LeBlanc, Dick Smith",1
6220,1985,Makeup and Hairstyling,2010,Michael Westmore,0
6221,1985,Makeup and Hairstyling,"Greystoke: The Legend of Tarzan, Lord of the Apes","Rick Baker, Paul Engelen",0
6222,1985,Music (Original Score),A Passage to India,Maurice Jarre,1
6223,1985,Music (Original Score),Purple Rain,Prince,1
6224,1985,Music (Original Score),Indiana Jones and the Temple of Doom,John Williams,0
6225,1985,Music (Original Score),Songwriter,Kris Kristofferson,0
6226,1985,Music (Original Score),The Muppets Take Manhattan,Jeff Moss,0
6227,1985,Music (Original Score),The Natural,Randy Newman,0
6228,1985,Music (Original Score),The River,John Williams,0
6229,1985,Music (Original Score),Under the Volcano,Alex North,0
6230,1985,Music (Original Song),The Woman in Red,"I Just Called To Say I Love You in ""The Woman in Red"" Music and Lyric by Stevie Wonder",1
6231,1985,Music (Original Song),Against All Odds,"Against All Odds (Take A Look At Me Now) in ""Against All Odds"" Music and Lyric by Phil Collins",0
6232,1985,Music (Original Song),Footloose,"Footloose in ""Footloose"" Music and Lyric by Kenny Loggins and Dean Pitchford",0
6233,1985,Music (Original Song),Footloose,"Let's Hear It For The Boy in ""Footloose"" Music and Lyric by Tom Snow and Dean Pitchford",0
6234,1985,Music (Original Song),Ghostbusters,"Ghostbusters in ""Ghostbusters"" Music and Lyric by Ray Parker, Jr.",0
6235,1985,Sound,Amadeus,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",1
6236,1985,Sound,The River,Kay Rose,1
6237,1985,Sound,2010,"Michael J. Kohut, Aaron Rochin, Carlos De Larios, Gene S. Cantamessa",0
6238,1985,Sound,A Passage to India,"Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, John Mitchell",0
6239,1985,Sound,Dune,"Bill Varney, Steve Maslow, Kevin O'Connell, Nelson Stoll",0
6240,1985,Sound,The River,"Nick Alphin, Robert Thirlwell, Richard Portman, David Ronne",0
6241,1985,Visual Effects,Indiana Jones and the Temple of Doom,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",1
6242,1985,Visual Effects,2010,"Richard Edlund, Neil Krepela, George Jenson, Mark Stetson",0
6243,1985,Visual Effects,Ghostbusters,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",0
6244,1985,Writing (Adapted Screenplay),Amadeus,Peter Shaffer,1
6245,1985,Writing (Adapted Screenplay),A Passage to India,David Lean,0
6246,1985,Writing (Adapted Screenplay),A Soldier's Story,Charles Fuller,0
6247,1985,Writing (Adapted Screenplay),"Greystoke: The Legend of Tarzan, Lord of the Apes","P.H. Vazak, Michael Austin",0
6248,1985,Writing (Adapted Screenplay),The Killing Fields,Bruce Robinson,0
6249,1985,Writing (Original Screenplay),Places in the Heart,Robert Benton,1
6250,1985,Writing (Original Screenplay),Beverly Hills Cop,"Screenplay by Daniel Petrie, Jr.; Story by Danilo Bach, Daniel Petrie, Jr.",0
6251,1985,Writing (Original Screenplay),Broadway Danny Rose,Woody Allen,0
6252,1985,Writing (Original Screenplay),El Norte,"Gregory Nava, Anna Thomas",0
6253,1985,Writing (Original Screenplay),Splash,"Screenplay by Lowell Ganz, Babaloo Mandel, Bruce Jay Friedman; Screen Story by Bruce Jay Friedman; Based on a story by Brian Grazer",0
6254,1986,Actor in a Leading Role,Kiss of the Spider Woman,William Hurt,1
6255,1986,Actor in a Leading Role,Murphy's Romance,James Garner,0
6256,1986,Actor in a Leading Role,Prizzi's Honor,Jack Nicholson,0
6257,1986,Actor in a Leading Role,Runaway Train,Jon Voight,0
6258,1986,Actor in a Leading Role,Witness,Harrison Ford,0
6259,1986,Actor in a Supporting Role,Cocoon,Don Ameche,1
6260,1986,Actor in a Supporting Role,Jagged Edge,Robert Loggia,0
6261,1986,Actor in a Supporting Role,Out of Africa,Klaus Maria Brandauer,0
6262,1986,Actor in a Supporting Role,Prizzi's Honor,William Hickey,0
6263,1986,Actor in a Supporting Role,Runaway Train,Eric Roberts,0
6264,1986,Actress in a Leading Role,The Trip to Bountiful,Geraldine Page,1
6265,1986,Actress in a Leading Role,Agnes of God,Anne Bancroft,0
6266,1986,Actress in a Leading Role,Out of Africa,Meryl Streep,0
6267,1986,Actress in a Leading Role,Sweet Dreams,Jessica Lange,0
6268,1986,Actress in a Leading Role,The Color Purple,Whoopi Goldberg,0
6269,1986,Actress in a Supporting Role,Prizzi's Honor,Anjelica Huston,1
6270,1986,Actress in a Supporting Role,Agnes of God,Meg Tilly,0
6271,1986,Actress in a Supporting Role,The Color Purple,Margaret Avery,0
6272,1986,Actress in a Supporting Role,The Color Purple,Oprah Winfrey,0
6273,1986,Actress in a Supporting Role,Twice in a Lifetime,Amy Madigan,0
6274,1986,Animated Short Film,Anna & Bella,"Cilia Van Dijk, Producer",1
6275,1986,Animated Short Film,Second Class Mail,"Alison Snowden, Producer",0
6276,1986,Animated Short Film,The Big Snit,"Richard Condie and Michael Scott, Producers",0
6277,1986,Art Direction,Out of Africa,Art Direction: Stephen Grimes; Set Decoration: Josie MacAvin,1
6278,1986,Art Direction,Brazil,Art Direction: Norman Garwood; Set Decoration: Maggie Gray,0
6279,1986,Art Direction,Ran,"Art Direction: Yoshiro Muraki, Shinobu Muraki",0
6280,1986,Art Direction,The Color Purple,"Art Direction: J. Michael Riva, Robert W. Welch; Set Decoration: Linda DeScenna",0
6281,1986,Art Direction,Witness,Art Direction: Stan Jolley; Set Decoration: John Anderson,0
6282,1986,Best Picture,Out of Africa,"Sydney Pollack, Producer",1
6283,1986,Best Picture,Kiss of the Spider Woman,"David Weisman, Producer",0
6284,1986,Best Picture,Prizzi's Honor,"John Foreman, Producer",0
6285,1986,Best Picture,The Color Purple,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",0
6286,1986,Best Picture,Witness,"Edward S. Feldman, Producer",0
6287,1986,Cinematography,Out of Africa,David Watkin,1
6288,1986,Cinematography,Murphy's Romance,William A. Fraker,0
6289,1986,Cinematography,Ran,"Takao Saito, Masaharu Ueda, Asakazu Nakai",0
6290,1986,Cinematography,The Color Purple,Allen Daviau,0
6291,1986,Cinematography,Witness,John Seale,0
6292,1986,Costume Design,Ran,Emi Wada,1
6293,1986,Costume Design,Out of Africa,Milena Canonero,0
6294,1986,Costume Design,Prizzi's Honor,Donfeld,0
6295,1986,Costume Design,The Color Purple,Aggie Guerard Rodgers,0
6296,1986,Costume Design,The Journey of Natty Gann,Albert Wolsky,0
6297,1986,Directing,Out of Africa,Sydney Pollack,1
