ID,year,category,film,nominee,won
5729,1980,Writing (Original Screenplay),Breaking Away,Steve Tesich,1
5730,1980,Writing (Original Screenplay),...And Justice for All,"Valerie Curtin, Barry Levinson",0
5731,1980,Writing (Original Screenplay),All That Jazz,"Robert Alan Aurthur, Bob Fosse",0
5732,1980,Writing (Original Screenplay),Manhattan,"Woody Allen, Marshall Brickman",0
5733,1980,Writing (Original Screenplay),The China Syndrome,"Mike Gray, T.S. Cook, James Bridges",0
5734,1981,Actor in a Leading Role,Raging Bull,Robert De Niro,1
5735,1981,Actor in a Leading Role,The Elephant Man,John Hurt,0
5736,1981,Actor in a Leading Role,The Great Santini,Robert Duvall,0
5737,1981,Actor in a Leading Role,The Stunt Man,Peter O'Toole,0
5738,1981,Actor in a Leading Role,Tribute,Jack Lemmon,0
5739,1981,Actor in a Supporting Role,Ordinary People,Timothy Hutton,1
5740,1981,Actor in a Supporting Role,Melvin and Howard,Jason Robards,0
5741,1981,Actor in a Supporting Role,Ordinary People,Judd Hirsch,0
5742,1981,Actor in a Supporting Role,Raging Bull,Joe Pesci,0
5743,1981,Actor in a Supporting Role,The Great Santini,Michael O'Keefe,0
5744,1981,Actress in a Leading Role,Coal Miner's Daughter,Sissy Spacek,1
5745,1981,Actress in a Leading Role,Gloria,Gena Rowlands,0
5746,1981,Actress in a Leading Role,Ordinary People,Mary Tyler Moore,0
5747,1981,Actress in a Leading Role,Private Benjamin,Goldie Hawn,0
5748,1981,Actress in a Leading Role,Resurrection,Ellen Burstyn,0
5749,1981,Actress in a Supporting Role,Melvin and Howard,Mary Steenburgen,1
5750,1981,Actress in a Supporting Role,Inside Moves,Diana Scarwid,0
5751,1981,Actress in a Supporting Role,Private Benjamin,Eileen Brennan,0
5752,1981,Actress in a Supporting Role,Raging Bull,Cathy Moriarty,0
5753,1981,Actress in a Supporting Role,Resurrection,Eva Le Gallienne,0
5754,1981,Animated Short Film,The Fly,"Ferenc Rofusz, Producer",1
5755,1981,Animated Short Film,All Nothing,"Frédéric Back, Producer",0
5756,1981,Animated Short Film,History of the World in Three Minutes Flat,"Michael Mills, Producer",0
5757,1981,Art Direction,Tess,"Art Direction: Pierre Guffroy, Jack Stephens",1
5758,1981,Art Direction,Coal Miner's Daughter,Art Direction: John W. Corso; Set Decoration: John M. Dwyer,0
5759,1981,Art Direction,Kagemusha (The Shadow Warrior),Yoshiro Muraki,0
5760,1981,Art Direction,The Elephant Man,"Art Direction: Stuart Craig, Bob Cartwright; Set Decoration: Hugh Scaife",0
5761,1981,Art Direction,The Empire Strikes Back,"Art Direction: Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins; Set Decoration: Michael Ford",0
5762,1981,Best Picture,Ordinary People,"Ronald L. Schwary, Producer",1
5763,1981,Best Picture,Coal Miner's Daughter,"Bernard Schwartz, Producer",0
5764,1981,Best Picture,Raging Bull,"Irwin Winkler and Robert Chartoff, Producers",0
5765,1981,Best Picture,Tess,"Claude Berri, Producer; Timothy Burrill, Co-Producer",0
5766,1981,Best Picture,The Elephant Man,"Jonathan Sanger, Producer",0
5767,1981,Cinematography,Tess,"Geoffrey Unsworth, Ghislain Cloquet",1
5768,1981,Cinematography,Coal Miner's Daughter,Ralf D. Bode,0
5769,1981,Cinematography,Raging Bull,Michael Chapman,0
5770,1981,Cinematography,The Blue Lagoon,Nestor Almendros,0
5771,1981,Cinematography,The Formula,James Crabe,0
5772,1981,Costume Design,Tess,Anthony Powell,1
5773,1981,Costume Design,My Brilliant Career,Anna Senior,0
5774,1981,Costume Design,Somewhere in Time,Jean-Pierre Dorleac,0
5775,1981,Costume Design,The Elephant Man,Patricia Norris,0
5776,1981,Costume Design,When Time Ran Out,Paul Zastupnevich,0
5777,1981,Directing,Ordinary People,Robert Redford,1
5778,1981,Directing,Raging Bull,Martin Scorsese,0
5779,1981,Directing,Tess,Roman Polanski,0
5780,1981,Directing,The Elephant Man,David Lynch,0
5781,1981,Directing,The Stunt Man,Richard Rush,0
5782,1981,Documentary Feature Film,From Mao to Mozart: Isaac Stern in China,"Murray Lerner, Producer",1
5783,1981,Documentary Feature Film,Agee,"Ross Spears, Producer",0
5784,1981,Documentary Feature Film,Front Line,"David Bradbury, Producer",0
5785,1981,Documentary Feature Film,The Day after Trinity,"Jon Else, Producer",0
5786,1981,Documentary Feature Film,The Yellow Star - The Persecution of the Jews in Europe 1933-45,"Bengt von zur Muehlen and Arthur Cohn, Producers",0
5787,1981,Documentary Short Film,Karl Hess: Toward Liberty,Karl Hess: Toward Liberty,1
5788,1981,Documentary Short Film,Don't Mess with Bill,"John Watson and Pen Densham, Producers",0
5789,1981,Documentary Short Film,It's the Same World,"Dick Young, Producer",0
5790,1981,Documentary Short Film,Luther Metke at 94,"Richard Hawkins and Jorge Preloran, Producers",0
5791,1981,Documentary Short Film,The Eruption of Mount St. Helens,"George Casey, Producer",0
5792,1981,Film Editing,Raging Bull,Thelma Schoonmaker,1
5793,1981,Film Editing,Coal Miner's Daughter,Arthur Schmidt,0
5794,1981,Film Editing,Fame,Gerry Hambling,0
5795,1981,Film Editing,The Competition,David Blewitt,0
5796,1981,Film Editing,The Elephant Man,Anne V. Coates,0
5797,1981,International Feature Film,Moscow Does Not Believe in Tears,Union of Soviet Socialist Republics,1
5798,1981,International Feature Film,Confidence,Hungary,0
5799,1981,International Feature Film,Kagemusha (The Shadow Warrior),Japan,0
5800,1981,International Feature Film,The Last Metro,France,0
5801,1981,International Feature Film,The Nest,Spain,0
5802,1981,Live Action Short Film,The Dollar Bottom,"Lloyd Phillips, Producer",1
5803,1981,Live Action Short Film,A Jury of Her Peers,"Sally Heckel, Producer",0
5804,1981,Live Action Short Film,Fall Line,"Bob Carmichael and Greg Lowe, Producers",0
5805,1981,Music (Original Score),Fame,Michael Gore,1
5806,1981,Music (Original Score),Altered States,John Corigliano,0
5807,1981,Music (Original Score),Tess,Philippe Sarde,0
5808,1981,Music (Original Score),The Elephant Man,John Morris,0
5809,1981,Music (Original Score),The Empire Strikes Back,John Williams,0
5810,1981,Music (Original Song),Fame,"Fame in ""Fame"" Music by Michael Gore; Lyric by Dean Pitchford",1
5811,1981,Music (Original Song),Fame,"Out Here On My Own in ""Fame"" Music by Michael Gore; Lyric by Lesley Gore",0
5812,1981,Music (Original Song),Honeysuckle Rose,"On The Road Again in ""Honeysuckle Rose"" Music and Lyric by Willie Nelson",0
5813,1981,Music (Original Song),Nine to Five,"Nine To Five in ""Nine to Five"" Music and Lyric by Dolly Parton",0
5814,1981,Music (Original Song),The Competition,"People Alone in ""The Competition"" Music by Lalo Schifrin; Lyric by Wilbur Jennings",0
5815,1981,Sound,The Empire Strikes Back,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",1
5816,1981,Sound,Altered States,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",0
5817,1981,Sound,Coal Miner's Daughter,"Richard Portman, Roger Heman, Jim Alexander",0
5818,1981,Sound,Fame,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",0
5819,1981,Sound,Raging Bull,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",0
5820,1981,Visual Effects,The Empire Strikes Back,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",1
5821,1981,Writing (Adapted Screenplay),Ordinary People,Alvin Sargent,1
5822,1981,Writing (Adapted Screenplay),Breaker Morant,"Jonathan Hardy, David Stevens, Bruce Beresford",0
5823,1981,Writing (Adapted Screenplay),Coal Miner's Daughter,Tom Rickman,0
5824,1981,Writing (Adapted Screenplay),The Elephant Man,"Christopher DeVore, Eric Bergren, David Lynch",0
5825,1981,Writing (Adapted Screenplay),The Stunt Man,Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush,0
5826,1981,Writing (Original Screenplay),Melvin and Howard,Bo Goldman,1
5827,1981,Writing (Original Screenplay),Brubaker,"Screenplay by W. D. Richter; Story by W. D. Richter, Arthur Ross",0
5828,1981,Writing (Original Screenplay),Fame,Christopher Gore,0
5829,1981,Writing (Original Screenplay),Mon Oncle D'Amerique,Jean Gruault,0
5830,1981,Writing (Original Screenplay),Private Benjamin,"Nancy Meyers, Charles Shyer, Harvey Miller",0
5831,1982,Actor in a Leading Role,On Golden Pond,Henry Fonda,1
5832,1982,Actor in a Leading Role,Absence of Malice,Paul Newman,0
5833,1982,Actor in a Leading Role,Arthur,Dudley Moore,0
5834,1982,Actor in a Leading Role,Atlantic City,Burt Lancaster,0
5835,1982,Actor in a Leading Role,Reds,Warren Beatty,0
5836,1982,Actor in a Supporting Role,Arthur,John Gielgud,1
5837,1982,Actor in a Supporting Role,Chariots of Fire,Ian Holm,0
5838,1982,Actor in a Supporting Role,Only When I Laugh,James Coco,0
5839,1982,Actor in a Supporting Role,Ragtime,"Howard E. Rollins, Jr.",0
5840,1982,Actor in a Supporting Role,Reds,Jack Nicholson,0
5841,1982,Actress in a Leading Role,On Golden Pond,Katharine Hepburn,1
5842,1982,Actress in a Leading Role,Atlantic City,Susan Sarandon,0
5843,1982,Actress in a Leading Role,Only When I Laugh,Marsha Mason,0
5844,1982,Actress in a Leading Role,Reds,Diane Keaton,0
5845,1982,Actress in a Leading Role,The French Lieutenant's Woman,Meryl Streep,0
5846,1982,Actress in a Supporting Role,Reds,Maureen Stapleton,1
5847,1982,Actress in a Supporting Role,Absence of Malice,Melinda Dillon,0
5848,1982,Actress in a Supporting Role,On Golden Pond,Jane Fonda,0
5849,1982,Actress in a Supporting Role,Only When I Laugh,Joan Hackett,0
5850,1982,Actress in a Supporting Role,Ragtime,Elizabeth McGovern,0
5851,1982,Animated Short Film,Crac,Producer,1
5852,1982,Animated Short Film,The Creation,"Will Vinton, Producer",0
5853,1982,Animated Short Film,The Tender Tale of Cinderella Penguin,"Janet Perlman, Producer",0
5854,1982,Art Direction,Raiders of the Lost Ark,"Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford",1
5855,1982,Art Direction,Heaven's Gate,Art Direction: Tambi Larsen; Set Decoration: Jim Berkey,0
5856,1982,Art Direction,Ragtime,"Art Direction: John Graysmark, Patrizia Von Brandenstein, Anthony Reading; Set Decoration: George de Titta, Sr., George de Titta, Jr., Peter Howitt",0
5857,1982,Art Direction,Reds,Art Direction: Richard Sylbert; Set Decoration: Michael Seirton,0
5858,1982,Art Direction,The French Lieutenant's Woman,Art Direction: Assheton Gorton; Set Decoration: Ann Mollo,0
5859,1982,Best Picture,Chariots of Fire,"David Puttnam, Producer",1
5860,1982,Best Picture,Atlantic City,"Denis Heroux and John Kemeny, Producers",0
5861,1982,Best Picture,On Golden Pond,"Bruce Gilbert, Producer",0
5862,1982,Best Picture,Raiders of the Lost Ark,"Frank Marshall, Producer",0
5863,1982,Best Picture,Reds,"Warren Beatty, Producer",0
5864,1982,Cinematography,Reds,Vittorio Storaro,1
5865,1982,Cinematography,Excalibur,Alex Thomson,0
5866,1982,Cinematography,On Golden Pond,Billy Williams,0
5867,1982,Cinematography,Ragtime,Miroslav Ondricek,0
5868,1982,Cinematography,Raiders of the Lost Ark,Douglas Slocombe,0
5869,1982,Costume Design,Chariots of Fire,Milena Canonero,1
5870,1982,Costume Design,Pennies from Heaven,Bob Mackie,0
5871,1982,Costume Design,Ragtime,Anna Hill Johnstone,0
5872,1982,Costume Design,Reds,Shirley Russell,0
5873,1982,Costume Design,The French Lieutenant's Woman,Tom Rand,0
5874,1982,Directing,Reds,Warren Beatty,1
5875,1982,Directing,Atlantic City,Louis Malle,0
5876,1982,Directing,Chariots of Fire,Hugh Hudson,0
5877,1982,Directing,On Golden Pond,Mark Rydell,0
5878,1982,Directing,Raiders of the Lost Ark,Steven Spielberg,0
5879,1982,Documentary Feature Film,Genocide,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",1
5880,1982,Documentary Feature Film,Against Wind and Tide: A Cuban Odyssey,"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",0
5881,1982,Documentary Feature Film,Brooklyn Bridge,"Ken Burns, Producer",0
5882,1982,Documentary Feature Film,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",0
5883,1982,Documentary Feature Film,El Salvador: Another Vietnam,"Glenn Silber and Tete Vasconcellos, Producers",0
5884,1982,Documentary Short Film,Close Harmony,"Nigel Noble, Producer",1
5885,1982,Documentary Short Film,Americas in Transition,"Obie Benz, Producer",0
5886,1982,Documentary Short Film,Journey for Survival,"Dick Young, Producer",0
5887,1982,Documentary Short Film,See What I Say,"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",0
5888,1982,Documentary Short Film,Urge to Build,"Roland Hallé and John Hoover, Producers",0
5889,1982,Film Editing,Raiders of the Lost Ark,Michael Kahn,1
5890,1982,Film Editing,Chariots of Fire,Terry Rawlings,0
5891,1982,Film Editing,On Golden Pond,Robert L. Wolfe,0
5892,1982,Film Editing,Reds,"Dede Allen, Craig McKay",0
5893,1982,Film Editing,The French Lieutenant's Woman,John Bloom,0
5894,1982,International Feature Film,Mephisto,Hungary,1
5895,1982,International Feature Film,Man of Iron,Poland,0
5896,1982,International Feature Film,Muddy River,Japan,0
5897,1982,International Feature Film,The Boat Is Full,Switzerland,0
5898,1982,International Feature Film,Three Brothers,Italy,0
5899,1982,Irving G. Thalberg Memorial Award,NA,Albert R. Broccoli,1
5900,1982,Jean Hersholt Humanitarian Award,NA,Danny Kaye,1
5901,1982,Live Action Short Film,Violet,"Paul Kemp and Shelley Levinson, Producers",1
5902,1982,Live Action Short Film,Couples and Robbers,"Christine Oestreicher, Producer",0
5903,1982,Live Action Short Film,First Winter,"John N. Smith, Producer",0
5904,1982,Makeup and Hairstyling,An American Werewolf in London,Rick Baker,1
5905,1982,Makeup and Hairstyling,Heartbeeps,Stan Winston,0
5906,1982,Music (Original Score),Chariots of Fire,Vangelis,1
5907,1982,Music (Original Score),Dragonslayer,Alex North,0
5908,1982,Music (Original Score),On Golden Pond,Dave Grusin,0
5909,1982,Music (Original Score),Ragtime,Randy Newman,0
5910,1982,Music (Original Score),Raiders of the Lost Ark,John Williams,0
5911,1982,Music (Original Song),Arthur,"Arthur's Theme (Best That You Can Do) in ""Arthur"" Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",1
5912,1982,Music (Original Song),Endless Love,"Endless Love in ""Endless Love"" Music and Lyric by Lionel Richie",0
5913,1982,Music (Original Song),For Your Eyes Only,"For Your Eyes Only in ""For Your Eyes Only"" Music by Bill Conti; Lyric by Mick Leeson",0
5914,1982,Music (Original Song),Ragtime,"One More Hour in ""Ragtime"" Music and Lyric by Randy Newman",0
5915,1982,Music (Original Song),The Great Muppet Caper,"The First Time It Happens in ""The Great Muppet Caper"" Music and Lyric by Joe Raposo",0
5916,1982,Sound,Raiders of the Lost Ark,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",1
5917,1982,Sound,Raiders of the Lost Ark,"Ben Burtt, Richard L. Anderson",1
5918,1982,Sound,On Golden Pond,"Richard Portman, David Ronne",0
5919,1982,Sound,Outland,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",0
5920,1982,Sound,Pennies from Heaven,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton",0
5921,1982,Sound,Reds,"Dick Vorisek, Tom Fleischman, Simon Kaye",0
5922,1982,Visual Effects,Raiders of the Lost Ark,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",1
5923,1982,Visual Effects,Dragonslayer,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson",0
5924,1982,Writing (Adapted Screenplay),On Golden Pond,Ernest Thompson,1
5925,1982,Writing (Adapted Screenplay),Pennies from Heaven,Dennis Potter,0
5926,1982,Writing (Adapted Screenplay),Prince of the City,"Jay Presson Allen, Sidney Lumet",0
5927,1982,Writing (Adapted Screenplay),Ragtime,Michael Weller,0
5928,1982,Writing (Adapted Screenplay),The French Lieutenant's Woman,Harold Pinter,0
5929,1982,Writing (Original Screenplay),Chariots of Fire,Colin Welland,1
5930,1982,Writing (Original Screenplay),Absence of Malice,Kurt Luedtke,0
5931,1982,Writing (Original Screenplay),Arthur,Steve Gordon,0
5932,1982,Writing (Original Screenplay),Atlantic City,John Guare,0
5933,1982,Writing (Original Screenplay),Reds,"Warren Beatty, Trevor Griffiths",0
5934,1983,Actor in a Leading Role,Gandhi,Ben Kingsley,1
5935,1983,Actor in a Leading Role,Missing,Jack Lemmon,0
5936,1983,Actor in a Leading Role,My Favorite Year,Peter O'Toole,0
5937,1983,Actor in a Leading Role,The Verdict,Paul Newman,0
5938,1983,Actor in a Leading Role,Tootsie,Dustin Hoffman,0
5939,1983,Actor in a Supporting Role,An Officer and a Gentleman,"Louis Gossett, Jr.",1
5940,1983,Actor in a Supporting Role,The Best Little Whorehouse in Texas,Charles Durning,0
5941,1983,Actor in a Supporting Role,The Verdict,James Mason,0
5942,1983,Actor in a Supporting Role,The World According to Garp,John Lithgow,0
5943,1983,Actor in a Supporting Role,Victor/Victoria,Robert Preston,0
5944,1983,Actress in a Leading Role,Sophie's Choice,Meryl Streep,1
5945,1983,Actress in a Leading Role,An Officer and a Gentleman,Debra Winger,0
5946,1983,Actress in a Leading Role,Frances,Jessica Lange,0
5947,1983,Actress in a Leading Role,Missing,Sissy Spacek,0
5948,1983,Actress in a Leading Role,Victor/Victoria,Julie Andrews,0
5949,1983,Actress in a Supporting Role,Tootsie,Jessica Lange,1
5950,1983,Actress in a Supporting Role,Frances,Kim Stanley,0
5951,1983,Actress in a Supporting Role,The World According to Garp,Glenn Close,0
5952,1983,Actress in a Supporting Role,Tootsie,Teri Garr,0
5953,1983,Actress in a Supporting Role,Victor/Victoria,Lesley Ann Warren,0
5954,1983,Animated Short Film,Tango,"Zbigniew Rybczynski, Producer",1
5955,1983,Animated Short Film,The Great Cognito,"Will Vinton, Producer",0
5956,1983,Animated Short Film,The Snowman,"John Coates, Producer",0
5957,1983,Art Direction,Gandhi,"Art Direction: Stuart Craig, Bob Laing; Set Decoration: Michael Seirton",1
5958,1983,Art Direction,Annie,Art Direction: Dale Hennesy; Set Decoration: Marvin March,0
5959,1983,Art Direction,Blade Runner,"Art Direction: Lawrence G. Paull, David L. Snyder; Set Decoration: Linda DeScenna",0
5960,1983,Art Direction,La Traviata,Art Direction: Franco Zeffirelli; Set Decoration: Gianni Quaranta,0
5961,1983,Art Direction,Victor/Victoria,"Art Direction: Rodger Maus, Tim Hutchinson, William Craig Smith; Set Decoration: Harry Cordwell",0
5962,1983,Best Picture,Gandhi,"Richard Attenborough, Producer",1
5963,1983,Best Picture,E.T. The Extra-Terrestrial,"Steven Spielberg and Kathleen Kennedy, Producers",0
5964,1983,Best Picture,Missing,"Edward Lewis and Mildred Lewis, Producers",0
5965,1983,Best Picture,The Verdict,"Richard D. Zanuck and David Brown, Producers",0
5966,1983,Best Picture,Tootsie,"Sydney Pollack and Dick Richards, Producers",0
5967,1983,Cinematography,Gandhi,"Billy Williams, Ronnie Taylor",1
5968,1983,Cinematography,Das Boot,Jost Vacano,0
5969,1983,Cinematography,E.T. The Extra-Terrestrial,Allen Daviau,0
5970,1983,Cinematography,Sophie's Choice,Nestor Almendros,0
5971,1983,Cinematography,Tootsie,Owen Roizman,0
5972,1983,Costume Design,Gandhi,"John Mollo, Bhanu Athaiya",1
5973,1983,Costume Design,La Traviata,Piero Tosi,0
5974,1983,Costume Design,Sophie's Choice,Albert Wolsky,0
5975,1983,Costume Design,Tron,"Elois Jenssen, Rosanna Norton",0
5976,1983,Costume Design,Victor/Victoria,Patricia Norris,0
5977,1983,Directing,Gandhi,Richard Attenborough,1
5978,1983,Directing,Das Boot,Wolfgang Petersen,0
5979,1983,Directing,E.T. The Extra-Terrestrial,Steven Spielberg,0
5980,1983,Directing,The Verdict,Sidney Lumet,0
5981,1983,Directing,Tootsie,Sydney Pollack,0
5982,1983,Documentary Feature Film,Just Another Missing Kid,"John Zaritsky, Producer",1
5983,1983,Documentary Feature Film,A Portrait of Giselle,"Joseph Wishy, Producer",0
5984,1983,Documentary Feature Film,After the Axe,"Sturla Gunnarsson and Steve Lucas, Producers",0
5985,1983,Documentary Feature Film,Ben's Mill,"John Karol and Michel Chalufour, Producers",0
5986,1983,Documentary Feature Film,In Our Water,"Meg Switzgable, Producer",0
5987,1983,Documentary Short Film,If You Love This Planet,"Edward Le Lorrain and Terri Nash, Producers",1
5988,1983,Documentary Short Film,Gods of Metal,"Robert Richter, Producer",0
5989,1983,Documentary Short Film,The Klan: A Legacy of Hate in America,"Charles Guggenheim and Werner Schumann, Producers",0
5990,1983,Documentary Short Film,To Live or Let Die,"Freida Lee Mock, Producer",0
5991,1983,Documentary Short Film,Traveling Hopefully,"John G. Avildsen, Producer",0
5992,1983,Film Editing,Gandhi,John Bloom,1
5993,1983,Film Editing,An Officer and a Gentleman,Peter Zinner,0
5994,1983,Film Editing,Das Boot,Hannes Nikel,0
5995,1983,Film Editing,E.T. The Extra-Terrestrial,Carol Littleton,0
5996,1983,Film Editing,Tootsie,"Fredric Steinkamp, William Steinkamp",0
5997,1983,International Feature Film,"Volver a Empezar (""To Begin Again"")",Spain,1
5998,1983,International Feature Film,Alsino and the Condor,Nicaragua,0
5999,1983,International Feature Film,"Coup de Torchon (""Clean Slate"")",France,0
6000,1983,International Feature Film,Private Life,Union of Soviet Socialist Republics,0
6001,1983,International Feature Film,The Flight of the Eagle,Sweden,0
6002,1983,Jean Hersholt Humanitarian Award,NA,Walter Mirisch,1
6003,1983,Live Action Short Film,A Shocking Accident,"Christine Oestreicher, Producer",1
6004,1983,Live Action Short Film,Ballet Robotique,"Bob Rogers, Producer",0
6005,1983,Live Action Short Film,Split Cherry Tree,"Jan Saunders, Producer",0
6006,1983,Live Action Short Film,Sredni Vashtar,"Andrew Birkin, Producer",0
6007,1983,Live Action Short Film,The Silence,"Michael Toshiyuki Uno and Joseph Benson, Producers",0
6008,1983,Makeup and Hairstyling,Quest for Fire,"""Quest for Fire"" Sarah Monzani, Michèle Burke",1
6009,1983,Makeup and Hairstyling,Gandhi,Tom Smith,0
6010,1983,Music (Original Score),E.T. The Extra-Terrestrial,John Williams,1
6011,1983,Music (Original Score),Victor/Victoria,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,1
6012,1983,Music (Original Score),An Officer and a Gentleman,Jack Nitzsche,0
6013,1983,Music (Original Score),Annie,Adaptation Score by Ralph Burns,0
6014,1983,Music (Original Score),Gandhi,"Ravi Shankar, George Fenton",0
6015,1983,Music (Original Score),One from the Heart,Song Score by Tom Waits,0
6016,1983,Music (Original Score),Poltergeist,Jerry Goldsmith,0
6017,1983,Music (Original Score),Sophie's Choice,Marvin Hamlisch,0
6018,1983,Music (Original Song),An Officer and a Gentleman,"Up Where We Belong in ""An Officer and a Gentleman"" Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings",1
6019,1983,Music (Original Song),Best Friends,"How Do You Keep The Music Playing? in ""Best Friends"" Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman",0
6020,1983,Music (Original Song),Rocky III,"Eye Of The Tiger in ""Rocky III"" Music and Lyric by Jim Peterik and Frankie Sullivan III",0
6021,1983,Music (Original Song),Tootsie,"It Might Be You in ""Tootsie"" Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman",0
6022,1983,Music (Original Song),"Yes, Giorgio","If We Were In Love in ""Yes, Giorgio"" Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman",0
6023,1983,Sound,E.T. The Extra-Terrestrial,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",1
6024,1983,Sound,E.T. The Extra-Terrestrial,"Charles L. Campbell, Ben Burtt",1
6025,1983,Sound,Das Boot,"Milan Bor, Trevor Pyke, Mike Le-Mare",0
6026,1983,Sound,Das Boot,Mike Le-Mare,0
6027,1983,Sound,Gandhi,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",0
6028,1983,Sound,Poltergeist,"Stephen Hunter Flick, Richard L. Anderson",0
6029,1983,Sound,Tootsie,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",0
6030,1983,Sound,Tron,"Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue",0
6031,1983,Visual Effects,E.T. The Extra-Terrestrial,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",1
6032,1983,Visual Effects,Blade Runner,"Douglas Trumbull, Richard Yuricich, David Dryer",0
6033,1983,Visual Effects,Poltergeist,"Richard Edlund, Michael Wood, Bruce Nicholson",0
6034,1983,Writing (Adapted Screenplay),Missing,"Costa-Gavras, Donald Stewart",1
6035,1983,Writing (Adapted Screenplay),Das Boot,Wolfgang Petersen,0
6036,1983,Writing (Adapted Screenplay),Sophie's Choice,Alan J. Pakula,0
6037,1983,Writing (Adapted Screenplay),The Verdict,David Mamet,0
6038,1983,Writing (Adapted Screenplay),Victor/Victoria,Blake Edwards,0
6039,1983,Writing (Original Screenplay),Gandhi,John Briley,1
6040,1983,Writing (Original Screenplay),An Officer and a Gentleman,Douglas Day Stewart,0
6041,1983,Writing (Original Screenplay),Diner,Barry Levinson,0
6042,1983,Writing (Original Screenplay),E.T. The Extra-Terrestrial,Melissa Mathison,0
6043,1983,Writing (Original Screenplay),Tootsie,"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",0
6044,1984,Actor in a Leading Role,Tender Mercies,Robert Duvall,1
6045,1984,Actor in a Leading Role,Educating Rita,Michael Caine,0
6046,1984,Actor in a Leading Role,"Reuben, Reuben",Tom Conti,0
6047,1984,Actor in a Leading Role,The Dresser,Tom Courtenay,0
6048,1984,Actor in a Leading Role,The Dresser,Albert Finney,0
6049,1984,Actor in a Supporting Role,Terms of Endearment,Jack Nicholson,1
6050,1984,Actor in a Supporting Role,Cross Creek,Rip Torn,0
6051,1984,Actor in a Supporting Role,Terms of Endearment,John Lithgow,0
6052,1984,Actor in a Supporting Role,The Right Stuff,Sam Shepard,0
6053,1984,Actor in a Supporting Role,To Be or Not to Be,Charles Durning,0
6054,1984,Actress in a Leading Role,Terms of Endearment,Shirley MacLaine,1
6055,1984,Actress in a Leading Role,Educating Rita,Julie Walters,0
6056,1984,Actress in a Leading Role,Silkwood,Meryl Streep,0
6057,1984,Actress in a Leading Role,Terms of Endearment,Debra Winger,0
6058,1984,Actress in a Leading Role,Testament,Jane Alexander,0
6059,1984,Actress in a Supporting Role,The Year of Living Dangerously,Linda Hunt,1
6060,1984,Actress in a Supporting Role,Cross Creek,Alfre Woodard,0
6061,1984,Actress in a Supporting Role,Silkwood,Cher,0
6062,1984,Actress in a Supporting Role,The Big Chill,Glenn Close,0
6063,1984,Actress in a Supporting Role,Yentl,Amy Irving,0
6064,1984,Animated Short Film,Sundae in New York,"Jimmy Picker, Producer",1
6065,1984,Animated Short Film,Mickey's Christmas Carol,"Burny Mattinson, Producer",0
6066,1984,Animated Short Film,Sound of Sunshine - Sound of Rain,"Eda Godel Hallinan, Producer",0
6067,1984,Art Direction,Fanny & Alexander,Anna Asp,1
6068,1984,Art Direction,Return of the Jedi,"Art Direction: Norman Reynolds, Fred Hole, James Schoppe; Set Decoration: Michael Ford",0
6069,1984,Art Direction,Terms of Endearment,"Art Direction: Polly Platt, Harold Michelson; Set Decoration: Tom Pedigo, Anthony Mondello",0
6070,1984,Art Direction,The Right Stuff,"Art Direction: Geoffrey Kirkland, Richard J. Lawrence, W. Stewart Campbell, Peter Romero; Set Decoration: Pat Pending, George R. Nelson",0
